Timestamps,WindSpeed,StdDevWindSpeed,WindDirAbs,WindDirRel,Power,MaxPower,MinPower,StdDevPower,AvgRPow,Pitch,GenRPM,RotorRPM,EnvirTemp,NacelTemp,GearOilTemp,GearBearTemp,GenTemp,GenPh1Temp,GenPh2Temp,GenPh3Temp,GenBearTemp
01/07/2006 02:20,6.8,1.1,126.1,1.5,195,317.5,36.9,66.5,27.7,-1.8,1286,20.7,14,28,56,64,999,82,82,84,69
01/07/2006 02:30,5.7,0.9,114.8,-3.3,124.1,191.5,18.4,40.4,17.6,-1.6,1112,17.9,14,28,54,62,999,82,82,84,70
01/07/2006 02:40,5.9,0.7,110.9,0.1,131.5,208.3,30.8,32.1,18.6,-1.7,1137,18.3,14,28,56,63,999,83,83,84,70
01/07/2006 02:50,5,0.7,115.3,-0.4,76.3,139.7,19.4,26.2,10.8,-1.3,1026,16.5,14,27,54,62,999,81,82,83,70
01/07/2006 03:00,5.9,0.6,117.8,1.8,124.3,173.8,74,21.1,17.6,-1.8,1126,18.1,14,27,55,62,999,81,81,83,71
01/07/2006 03:10,6.4,0.7,110.2,-3.9,164.9,246.9,108.6,30.8,23.4,-1.8,1206,19.4,14,28,55,63,999,82,83,84,71
01/07/2006 03:20,6.8,0.8,114,1.7,189.1,275.9,90.4,37.7,26.8,-1.8,1281,20.7,14,28,55,63,999,84,85,87,71
01/07/2006 03:30,6.2,1,119.4,2.8,147.1,262.9,43.7,46.5,20.9,-1.7,1199,19.3,13,27,55,63,999,85,85,90,69
01/07/2006 03:40,6.1,1.1,125.5,0.2,145.4,305.9,19.5,58.4,20.6,-1.6,1181,19,13,26,56,63,999,84,84,88,65
01/07/2006 03:50,5.4,0.8,120.4,-1.6,96.5,204.1,26.8,31.3,13.6,-1.5,1062,17.1,13,26,54,62,999,81,81,83,62
01/07/2006 04:00,5.3,0.9,124.8,0.9,92.1,197.7,15.3,33.6,13,-1.4,1058,17,13,25,55,62,999,77,77,78,60
01/07/2006 04:10,5.5,0.9,128.8,1,101.5,208.6,19.2,38.9,14.3,-1.5,1086,17.5,13,25,54,61,999,74,74,75,57
01/07/2006 04:20,4.8,1.1,134.6,3.1,70,176.9,10.5,38.3,9.9,-1,1041,16.8,13,25,55,61,999,72,72,72,59
01/07/2006 04:30,4.5,0.8,140.9,4.2,55.2,126,14.8,25.5,7.8,-0.9,1012,16.3,14,25,54,61,999,70,70,71,61
01/07/2006 04:40,3.4,1.1,142,1.8,25.8,62.5,-6.5,17.7,6.4,0,993,16,14,25,54,60,999,69,69,70,63
01/07/2006 04:50,2.5,0.8,142.7,2.5,-1.5,-1,-5.7,0.5,0.6,1.9,1202,19.4,14,27,54,58,999,69,68,70,64
01/07/2006 05:00,2.3,0.5,145.6,3.6,-1.5,-1,-5.2,0.6,0.4,1.1,1219,19.7,13,28,55,58,999,68,68,70,64
01/07/2006 05:10,3.5,1.3,148.8,1.4,26.1,119.4,-6.1,37.7,3.4,1.2,1160,18.7,13,28,54,59,999,68,68,70,65
01/07/2006 05:20,6,0.7,156.7,3,126.7,171.9,57.4,19.2,17.9,-1.8,1148,18.5,14,26,55,61,999,70,69,71,65
01/07/2006 05:30,5.4,0.6,161.3,3.5,90.5,128.9,48,17.3,12.8,-1.6,1056,17,14,25,54,62,999,71,71,72,65
01/07/2006 05:40,4.7,0.7,161,3.2,60.2,111,28.1,15.4,8.5,-1.1,1012,16.3,14,25,54,61,999,71,71,72,65
01/07/2006 05:50,4.8,0.5,157.9,0.1,60.3,87.6,28.9,13.1,8.5,-1.2,1004,16.2,14,24,54,61,999,71,71,72,65
01/07/2006 06:00,4.5,0.4,152.5,-3.1,49.3,73.6,21.7,9.2,6.9,-0.7,1000,16.1,14,25,54,61,999,71,71,72,64
01/07/2006 06:10,4.1,0.7,152.7,0.9,39.4,77,8.3,18.5,5.5,-0.5,999,16.1,14,24,54,60,999,71,71,72,64
01/07/2006 06:20,3.8,0.7,153.6,1.8,32.7,63,0.2,13.8,4.5,-0.2,1000,16.1,14,25,54,60,999,71,71,72,65
01/07/2006 06:30,4.6,0.6,155.4,3.6,52.8,94.1,21.4,16.3,7.4,-0.9,1001,16.1,14,25,54,60,999,71,71,72,65
01/07/2006 06:40,4.6,0.9,148.5,0.6,58.1,103.6,6.8,23.8,8.2,-1,1013,16.3,14,25,54,60,999,71,71,73,65
01/07/2006 06:50,3.9,1.2,159.9,6.6,38.1,90,-5,28,8.1,-0.4,998,16.1,14,25,54,60,999,72,72,73,65
01/07/2006 07:00,2.4,0.9,155.6,-3.6,-1.7,-1.1,-6,0.7,0.2,1.6,1206,19.4,14,27,54,58,999,71,71,72,65
01/07/2006 07:10,3.7,0.8,154.3,-1,20.3,131.4,-5.4,23.4,3.2,1.2,1114,18,14,27,54,58,999,71,70,72,65
01/07/2006 07:20,3.9,0.9,150.1,0.5,34.5,72.2,-2.2,19.5,4.8,-0.3,999,16.1,14,25,54,59,999,71,71,72,65
01/07/2006 07:30,4,1,142.8,-0.1,39.5,89.3,-4.9,23.5,5.5,-0.4,1001,16.1,14,25,54,59,999,71,71,72,65
01/07/2006 07:40,4.1,1.3,141.3,-2.6,55.3,145,0.3,43.2,7.8,-0.5,1025,16.5,14,26,54,59,999,71,71,73,65
01/07/2006 07:50,5.7,0.6,147.5,1,107.2,146.1,55.7,20.3,15.2,-1.7,1099,17.7,14,26,54,61,999,72,72,74,65
01/07/2006 08:00,4.6,0.8,159.4,6.1,57.8,110.2,12.4,23.7,8.1,-1,1012,16.3,14,25,54,61,999,73,73,74,65
01/07/2006 08:10,4.2,1,175.9,4.9,46.3,109.7,2.8,24.8,6.5,-0.6,1005,16.2,15,25,54,60,999,73,73,74,65
01/07/2006 08:20,2.4,1,183.9,7.5,4.3,36.5,-7.3,10.2,3.6,0.5,998,16.1,16,26,54,58,999,72,72,73,65
01/07/2006 08:30,1.2,0.6,191.7,-0.8,-1.5,-1,-5.4,0.5,0.4,0.8,771,12.4,16,26,53,57,999,71,71,73,65
01/07/2006 08:40,1.2,0.6,178.2,-14.3,-1.5,-1,-6.1,0.6,0.4,0.7,617,9.9,17,26,53,56,999,71,70,72,65
01/07/2006 08:50,2.2,1.1,177.9,-5.9,-1.7,-1,-5.3,0.8,0,0.8,965,15.5,17,26,53,55,999,70,70,71,65
01/07/2006 09:00,3.3,1.1,174.2,-1.1,11.5,128,-8.2,22.1,1.3,1.2,1134,18.3,17,28,53,57,999,70,70,71,65
01/07/2006 09:10,3.4,1.1,158.1,-2.7,24.4,109.6,-15.4,26,3.5,0,1000,16.1,17,28,53,58,999,70,70,71,65
01/07/2006 09:20,5.2,1,177,4.1,83.6,255.3,14.3,50.4,11.8,-1.4,1058,17.1,17,27,53,59,999,70,70,72,65
01/07/2006 09:30,4.5,1,155.5,-9.1,52.5,148.4,-8.7,36.2,7.4,-0.8,1022,16.5,17,28,53,60,999,71,71,73,65
01/07/2006 09:40,3.3,0.8,139,-0.8,16.5,55.8,-8.3,12.3,2.3,0.1,999,16.1,18,28,53,58,999,71,71,72,65
01/07/2006 09:50,3.3,0.8,148.5,5,17.9,51.3,-9,14.2,2.5,0,999,16.1,17,28,53,58,999,71,70,72,65
01/07/2006 10:00,3.8,0.9,135.3,-3.5,31.4,101.6,-2.2,20.6,4.4,-0.3,1003,16.2,18,28,53,58,999,71,70,72,65
01/07/2006 10:10,3.9,1.4,144.9,-1.1,40.5,158.3,-8.3,40.4,5.7,-0.3,1021,16.5,18,29,53,58,999,71,71,72,65
01/07/2006 10:20,5,0.8,127.8,0.6,70.1,138.5,12,24.3,9.9,-1.3,1027,16.6,18,29,53,59,999,71,71,73,65
01/07/2006 10:30,5.3,0.8,137.9,2.2,96.8,155.2,31.8,27.2,13.7,-1.5,1057,17,17,29,53,60,999,72,72,74,65
01/07/2006 10:40,5.4,0.8,129.8,-2.5,98.5,165.4,19.1,31.9,13.9,-1.6,1071,17.3,17,29,53,60,999,73,73,75,65
01/07/2006 10:50,5.6,0.9,130.6,0.1,110,210.9,23.1,41.1,15.6,-1.6,1107,17.9,17,29,53,61,999,74,74,76,65
01/07/2006 11:00,5.4,0.9,130.9,0.4,96.1,178.3,23.8,35.4,13.6,-1.5,1068,17.2,17,29,54,61,999,75,75,76,66
01/07/2006 11:10,4.9,1.2,126.6,-2.1,80.4,193,5.8,45.6,11.3,-1.1,1055,17,17,30,54,61,999,75,75,76,66
01/07/2006 11:20,6.2,1.1,131,2.7,146.7,267,24.5,52.6,20.8,-1.6,1201,19.3,17,30,54,62,999,75,75,77,66
01/07/2006 11:30,5.4,1.2,137.3,3.4,99.2,221,7.7,46.2,14,-1.3,1095,17.6,17,30,54,62,999,77,77,78,66
01/07/2006 11:40,6.2,0.9,136.1,-3.6,147.8,312.6,76,45.1,21,-1.8,1171,18.9,17,30,54,62,999,77,77,79,67
01/07/2006 11:50,6.5,1.2,134.4,0.1,170.7,302.4,33.2,61,24.2,-1.7,1242,20,17,31,55,62,999,79,79,81,67
01/07/2006 12:00,6,1,134.1,-0.2,133.9,290.3,51.8,42.8,19,-1.6,1155,18.6,17,31,55,63,999,80,80,81,68
01/07/2006 12:10,6.5,1.2,140.3,0.1,174.7,361,62.5,74.9,24.8,-1.7,1234,19.9,16,31,54,62,999,81,81,82,69
01/07/2006 12:20,6.1,1.1,138,-3,150.7,278.2,51.1,49.2,21.4,-1.6,1181,19,16,30,55,63,999,83,83,84,69
01/07/2006 12:30,7.4,0.9,142.6,1.6,245.4,355,121.2,50.4,34.9,-1.8,1398,22.5,16,30,55,63,999,84,84,87,70
01/07/2006 12:40,6.8,1.3,147.3,2.7,204,361,47.9,74.9,29,-1.7,1301,21,16,28,55,63,999,86,86,91,67
01/07/2006 12:50,5.9,1.2,147.1,-1.7,141,315.4,30.6,63.4,20,-1.5,1165,18.8,16,28,54,62,999,85,85,89,64
01/07/2006 13:00,5.6,1.3,146.1,-2.7,120.2,293.9,16.7,60.8,17,-1.4,1127,18.2,17,28,56,63,999,81,82,85,62
01/07/2006 13:10,6,1,143,-2.6,129.3,253.1,51.5,43,18.3,-1.6,1148,18.5,17,27,54,62,999,78,79,80,60
01/07/2006 13:20,6.8,1,143.1,1.4,195.1,305.8,88.4,53.8,27.7,-1.8,1275,20.5,16,27,56,63,999,78,78,78,59
01/07/2006 13:30,6.3,1,141.8,0.1,163.8,287.8,47.8,48.7,23.2,-1.7,1213,19.6,16,26,55,62,999,77,77,77,58
01/07/2006 13:40,6.4,1,141.1,-0.6,161.3,313.1,66.6,51,22.9,-1.7,1224,19.7,17,26,55,63,999,75,75,75,57
01/07/2006 13:50,6.5,1.2,143.1,1.4,170.4,319.9,37.1,55.2,24.2,-1.7,1251,20.2,17,27,56,63,999,74,74,74,57
01/07/2006 14:00,6.3,1.2,139.2,-0.5,153.6,272.5,31.5,59.5,21.8,-1.6,1203,19.4,17,28,55,62,999,73,73,74,60
01/07/2006 14:10,6,1.1,143.7,1.6,139.7,265.1,37.9,48.8,19.8,-1.7,1158,18.7,18,29,55,63,999,73,73,74,63
01/07/2006 14:20,5.8,0.8,141.1,-1,120.2,198.5,28.1,27.6,17,-1.7,1116,18,18,29,55,62,999,74,73,74,64
01/07/2006 14:30,5.7,1,144.6,2.5,113.4,223.5,28,44.6,16,-1.6,1129,18.2,18,29,55,62,999,74,74,75,65
01/07/2006 14:40,5.5,0.9,146,-0.4,96.6,168.4,40.4,30.5,13.7,-1.6,1075,17.3,19,29,55,62,999,74,74,75,66
01/07/2006 14:50,3.6,1.4,147.4,3.3,29.9,138.3,-15.6,37.3,7.2,0,1052,17,20,29,55,61,999,73,73,75,66
01/07/2006 15:00,6.5,1.4,215.3,16.2,140.1,404.6,-7.6,103.6,19.6,-1,1267,20.4,21,30,55,61,999,74,74,76,67
01/07/2006 15:10,5.5,1.5,196.6,-2.1,101.7,294.6,0.2,59,14.4,-1.3,1124,18.1,22,31,55,62,999,75,75,77,67
01/07/2006 15:20,5.6,1.5,187.7,-5.3,107.9,262.9,6,59.2,15.3,-1.3,1142,18.4,22,31,54,62,999,76,76,78,68
01/07/2006 15:30,4.9,0.8,145.9,-10.4,66.4,127.3,20.6,20.3,9.4,-1.2,1021,16.5,21,31,54,61,999,77,77,78,69
01/07/2006 15:40,5.1,0.9,155,3.8,79.6,177.7,20,33.3,11.2,-1.3,1053,17,21,31,54,61,999,76,76,78,69
01/07/2006 15:50,4.7,0.8,153.5,-1.7,59.7,114.6,11.1,21.5,8.4,-1.1,1008,16.2,21,31,54,61,999,77,76,78,69
01/07/2006 16:00,5.1,1,152.9,-0.2,79.1,164.4,-8.1,32.5,11.2,-1.3,1041,16.8,21,31,54,61,999,77,77,78,69
01/07/2006 16:10,5,1,145.2,-0.4,77,150.3,13,31.4,10.9,-1.2,1043,16.8,20,31,54,61,999,77,77,79,69
01/07/2006 16:20,5.4,1.1,146.4,-2.2,100.9,176.4,7.3,40.9,14.3,-1.4,1086,17.5,20,32,54,61,999,78,78,79,69
01/07/2006 16:30,5.7,0.8,145.4,2.2,106.8,206.9,46.3,26.1,15.1,-1.6,1103,17.8,20,32,54,62,999,79,79,80,69
01/07/2006 16:40,7.2,1,146.7,3.5,220.5,390.6,96.2,61.5,31.3,-1.8,1347,21.7,19,32,54,63,999,81,81,83,70
01/07/2006 16:50,7.4,1.1,150.1,1.8,241.8,419.2,107.9,63.7,34.3,-1.8,1377,22.2,19,32,55,63,999,85,85,87,70
01/07/2006 17:00,7.5,1,150.3,1.9,271.4,446.2,147.5,70,38.6,-1.8,1420,22.9,18,30,56,64,999,88,88,91,68
01/07/2006 17:10,7.5,1.2,151.3,2.9,262.4,384.7,124.8,65.6,37.3,-1.8,1407,22.7,19,29,56,64,999,89,89,91,65
01/07/2006 17:20,6.6,1.2,152.7,-0.3,190.8,298.7,78.4,49.3,27.1,-1.7,1272,20.5,19,29,56,63,999,87,88,89,64
01/07/2006 17:30,6.4,1.2,153.8,1.1,168.3,283.7,43.3,51.5,23.9,-1.6,1229,19.8,19,28,55,63,999,84,85,86,63
01/07/2006 17:40,7.7,1.2,152.9,-2.6,288,451.8,92.5,83.5,40.9,-1.8,1443,23.3,19,28,55,63,999,85,85,86,62
01/07/2006 17:50,7.6,1.4,152.7,-2.8,282.8,453.3,72.1,87,40.2,-1.6,1421,22.9,20,28,56,64,999,85,85,86,62
01/07/2006 18:00,8.4,1.1,150.8,-1.5,345.7,562.9,-4.5,92,49.2,-1.4,1541,24.9,20,28,57,65,999,85,86,86,62
01/07/2006 18:10,7.3,1.5,153.6,3.7,243,443.9,34.4,75.7,34.5,-1.6,1406,22.7,19,28,57,65,999,81,81,82,63
01/07/2006 18:20,7.7,1.1,156.9,2.2,281.6,415.9,155.2,59.3,40,-1.8,1449,23.4,20,27,57,65,999,79,79,80,63
01/07/2006 18:30,7.6,1.1,154.1,-2.5,266.3,433.5,130.1,64.5,37.8,-1.8,1436,23.2,20,27,58,65,999,78,78,78,62
01/07/2006 18:40,7.9,1.2,158.2,1.6,302.1,513.4,135.1,83.5,42.9,-1.8,1479,23.9,20,27,58,65,999,78,77,78,62
01/07/2006 18:50,7.2,1.1,156.7,0.1,234.5,428.2,89.5,71.2,33.3,-1.7,1388,22.4,20,27,58,65,999,77,76,77,61
01/07/2006 19:00,7.5,0.9,155.7,-0.9,249.4,406.7,126.8,46.1,35.4,-1.8,1415,22.8,20,27,58,65,999,76,75,76,61
01/07/2006 19:10,7,1.1,156.6,0,211.3,325.7,75.3,50.4,30,-1.7,1355,21.8,20,26,58,65,999,75,74,75,60
01/07/2006 19:20,6.6,0.8,153.6,-3,174.3,261.2,78.3,37.6,24.7,-1.6,1274,20.5,20,26,57,64,999,74,73,74,60
01/07/2006 19:30,6.3,0.9,146.6,-4.1,151,247.1,33.1,44.5,21.4,-1.5,1256,20.3,19,29,56,64,999,73,73,74,62
01/07/2006 19:40,6.4,0.6,151.1,4.6,152.2,212,98.4,21.3,21.6,-1.7,1240,20,20,29,56,63,999,73,73,74,64
01/07/2006 19:50,6.1,0.8,157,3.8,140.6,219.4,61,32.2,19.9,-1.4,1230,19.8,20,30,55,63,999,74,74,76,65
01/07/2006 20:00,5.7,0.7,156,-0.6,107.9,166.7,-6.7,25.2,15.5,-1.3,1153,18.6,20,30,54,62,999,75,75,77,66
01/07/2006 20:10,4.8,0.9,129.1,-10.4,69.4,151.2,0,32.4,9.8,-1.1,1028,16.6,19,29,55,62,999,77,76,78,67
01/07/2006 20:20,4.5,0.9,123.8,5.5,55.9,102.8,-3.6,24.4,7.9,-0.9,1002,16.2,18,29,55,61,999,77,77,78,68
01/07/2006 20:30,3.3,1.1,136.9,-0.4,22.5,74.6,-11.9,21.2,4.3,0,1002,16.1,18,30,55,60,999,76,76,78,68
01/07/2006 20:40,2.6,0.9,132.8,-1,-1.7,-1,-5.5,0.9,1.8,1.9,1214,19.6,18,31,54,58,999,76,76,78,69
01/07/2006 20:50,3.2,1.6,106.9,-7.8,28.2,159.9,-7.9,53.8,4,0.9,1174,18.9,18,31,55,59,999,75,75,77,69
01/07/2006 21:00,6,0.6,110.8,5.2,124.2,186.4,51.9,30,17.6,-1.8,1146,18.5,17,30,54,61,999,77,77,79,70
01/07/2006 21:10,5,0.9,158.2,8.9,75.5,135.2,19.6,28.8,10.6,-1.3,1037,16.7,18,30,55,62,999,78,78,79,70
01/07/2006 21:20,2.6,1,133.7,-4.5,1.3,36.5,-13.6,10.1,3.4,1.5,1146,18.5,17,30,54,59,999,76,76,78,70
01/07/2006 21:30,2.5,0.8,74.3,-29.2,-2.1,-1,-7.9,1.2,-0.8,0.8,927,14.9,17,29,55,58,999,75,75,77,70
01/07/2006 21:40,4.9,0.5,105.1,12.2,59.2,102.5,-5.6,18.2,8.4,-1.1,1018,16.4,17,29,54,59,999,75,75,77,70
01/07/2006 21:50,4,0.7,145.1,7.6,36.4,67,-11,16.6,5.3,-0.4,999,16.1,17,29,54,60,999,75,75,77,70
01/07/2006 22:00,3.7,1.2,94.9,-6.1,29.6,129.8,-6.3,29.8,6.6,0.1,1036,16.7,17,30,54,59,999,75,75,77,69
01/07/2006 22:10,3.9,0.4,136.3,10.7,27.3,45.9,11.4,6.1,3.8,-0.2,999,16.1,17,29,54,60,999,75,75,77,69
01/07/2006 22:20,3.2,0.9,110.1,-12.1,18.8,151.6,-11.1,29.1,5.6,0.5,1033,16.7,16,29,54,59,999,75,74,77,69
01/07/2006 22:30,5.4,0.8,113.8,7,86.6,147.8,15.7,39.5,12.2,-1.5,1087,17.5,16,29,54,61,999,75,75,77,69
01/07/2006 22:40,3.7,1,125.9,-2.7,27.7,104.4,-11.2,28.6,6.5,0.3,1047,16.9,17,29,54,60,999,75,75,77,69
01/07/2006 22:50,5.2,0.6,113.7,5.6,74.1,109.9,23.5,22.2,10.5,-1.5,1038,16.7,16,29,54,60,999,75,75,77,69
01/07/2006 23:00,4.4,0.6,135.1,6.1,44.6,86.4,12.1,16.5,6.2,-0.8,1000,16.1,16,29,54,60,999,76,76,78,69
01/07/2006 23:10,2.4,0.7,113.6,-17,2.1,27.7,-5.6,6.8,3.4,0.6,985,15.9,17,29,54,58,999,75,75,77,69
01/07/2006 23:20,2.4,0.6,100.6,-5.6,-2,-1,-7.3,1,-0.5,0.7,1145,18.5,16,30,54,57,999,74,74,76,69
01/07/2006 23:30,2.1,0.6,115.5,-0.4,-1.8,-1,-8.5,1,-0.1,1,1109,17.9,17,31,54,57,999,74,74,76,69
01/07/2006 23:40,3.1,0.7,126.7,11.8,10.6,106,-10.2,19.4,4.5,0.9,1054,17,17,30,54,58,999,74,73,76,69
01/07/2006 23:50,2.6,0.6,127.6,1.3,-1.6,-1,-5.6,0.8,0,1.9,1167,18.8,17,31,54,57,999,73,73,75,68
02/07/2006,2.1,1.1,165.2,20.7,-2,-1.1,-8.7,1.2,-0.5,0.9,971,15.7,17,31,54,57,999,73,73,75,68
02/07/2006 00:10,0.8,0.4,74.2,-87.7,-1.5,-1,-5.6,0.6,0.5,8.8,68,1,17,27,53,56,999,73,72,74,67
02/07/2006 00:20,0.3,0.3,149.6,-12.3,-1.6,-1,-6.2,0.6,0.4,12.3,0,0,17,26,51,55,999,72,72,73,66
02/07/2006 00:30,1.6,0.3,315.9,154,-1.4,-1,-5.6,0.5,0.5,15.4,0,0,16,26,50,54,999,71,71,73,65
02/07/2006 00:40,0.5,0.4,196,34.1,-1.4,-1,-5.5,0.5,0.5,12.4,0,0,16,26,50,53,999,70,70,72,64
02/07/2006 00:50,2.1,0.6,105.2,-47.9,-1.7,-1,-5.6,0.9,-0.1,5.5,456,7.2,17,26,51,53,999,70,70,71,64
02/07/2006 01:00,1.3,0.3,95.8,-30.3,-1.5,-1,-6,0.5,0.4,0.9,802,12.9,17,28,52,54,999,69,68,70,64
02/07/2006 01:10,1.4,0.4,114.1,-12,-1.4,-1.1,-5.2,0.5,0.4,0.8,881,14.2,17,28,52,54,999,68,68,69,63
02/07/2006 01:20,1,0.4,119.7,-6.4,-1.4,-1,-5.5,0.5,0.4,0.8,736,11.9,16,28,53,55,999,67,67,69,63
02/07/2006 01:30,1.3,0.4,114.4,-11.7,-1.4,-1,-5.5,0.5,0.5,0.8,599,9.6,16,27,52,55,999,67,67,69,63
02/07/2006 01:40,1.6,0.3,123.8,-2.3,-1.4,-1,-5.6,0.5,0.4,0.8,812,13.1,16,27,52,55,999,66,66,68,63
02/07/2006 01:50,2.1,0.5,98.7,-27.4,-1.4,-1,-5.6,0.5,0.4,0.8,948,15.3,16,28,53,55,999,66,66,68,63
02/07/2006 02:00,1.9,0.3,93.4,-32.7,-1.4,-1,-5.5,0.5,0.5,0.7,752,12.1,16,27,53,56,999,65,65,67,62
02/07/2006 02:10,2.3,0.4,104,-8.4,-1.7,-1,-7.4,0.8,0,0.8,1136,18.3,16,29,53,56,999,65,65,67,62
02/07/2006 02:20,1.8,0.3,106.9,-1.6,-1.4,-1,-5.6,0.5,0.4,0.9,1104,17.8,16,30,54,57,999,65,65,66,62
02/07/2006 02:30,2.1,0.4,121.6,13.1,-1.4,-1,-5.7,0.5,0.4,0.8,1028,16.6,16,30,54,57,999,64,64,66,61
02/07/2006 02:40,2.2,0.4,133.1,19.5,-1.6,-1,-5.3,0.7,0.2,0.7,956,15.4,15,29,54,57,999,64,64,65,61
02/07/2006 02:50,2.2,0.4,131.1,1.6,-1.7,-1,-5.5,0.8,0,1.4,1171,18.9,15,30,54,57,999,64,63,65,60
02/07/2006 03:00,2.1,0.4,120,-1.6,-1.4,-1,-5.5,0.5,0.4,1.5,1165,18.8,15,30,55,58,999,63,63,65,60
02/07/2006 03:10,1.5,0.3,112.6,-9,-1.4,-1,-5.6,0.5,0.5,0.8,823,13.3,15,28,55,58,999,63,63,65,59
02/07/2006 03:20,1.3,0.5,87.1,-34.5,-1.4,-1,-5.6,0.5,0.4,0.8,729,11.8,15,27,54,57,999,62,62,64,59
02/07/2006 03:30,0.6,0.2,85.1,-36.5,-1.4,-1,-5.3,0.4,0.5,0,311,5,15,26,54,56,999,62,62,64,58
02/07/2006 03:40,0.8,0.2,102.5,-19.1,-1.4,-1,-5.6,0.5,0.4,0.5,345,5.5,15,25,54,56,999,62,61,63,58
02/07/2006 03:50,0.4,0.2,95.9,-25.7,-1.4,-1.1,-5.4,0.4,0.5,0,336,5.4,15,25,53,55,999,61,61,62,57
02/07/2006 04:00,0.5,0.2,96.3,-25.3,-1.4,-1.1,-5.7,0.5,0.4,-0.6,229,3.6,15,25,53,54,999,60,60,62,57
02/07/2006 04:10,0.5,0.1,86.4,-35.2,-1.4,-1.1,-5.5,0.4,0.5,-0.5,255,4.1,15,25,53,54,999,60,60,61,56
02/07/2006 04:20,0.2,0.2,79.1,-42.5,-1.4,-1,-5.5,0.5,0.5,9.6,31,0.3,15,25,51,53,999,60,59,61,55
02/07/2006 04:30,0.1,0.1,101.9,-19.7,-1.4,-1,-5.6,0.5,0.5,12.2,0,0,15,24,50,52,999,59,59,60,55
02/07/2006 04:40,0.1,0.2,151.9,30.3,-1.4,-1,-5.3,0.4,0.5,12.2,0,0,15,24,49,51,999,58,58,60,54
02/07/2006 04:50,0.2,0.1,210.3,88.7,-1.4,-1,-5.4,0.5,0.5,12.2,0,0,15,24,48,50,999,58,58,60,54
02/07/2006 05:00,0.3,0.2,282,160.4,-1.4,-1,-5.6,0.4,0.5,12.2,0,0,15,24,48,50,999,57,57,59,53
02/07/2006 05:10,0.1,0.2,237.4,115.8,-1.4,-1,-5.5,0.4,0.5,12.2,0,0,15,24,47,49,999,57,56,58,52
02/07/2006 05:20,0.1,0.1,184.2,38,-1.4,-1,-5.6,0.5,0.5,12.2,0,0,15,24,46,49,999,56,56,58,52
02/07/2006 05:30,0.5,0.3,215.9,94.3,-1.4,-1,-5.6,0.5,0.5,12.3,0,0,15,24,46,48,999,56,55,57,51
02/07/2006 05:40,1.5,0.3,263.4,141.8,-1.4,-1,-5.4,0.5,0.5,15.3,0,0,14,23,45,48,999,55,55,57,51
02/07/2006 05:50,2,0.1,255.9,134.3,-1.4,-1,-5.5,0.5,0.5,15.8,0,0,14,23,45,48,999,55,54,56,50
02/07/2006 06:00,2.5,0.2,273.3,122.5,-2.3,-1,-7.2,1.2,-1.3,15.8,14,0,14,23,45,47,999,54,54,56,50
